Station,Month,Last 3 Year Avg Departures,Last 3 Year Avg Returns
Korjaamo,11,57.11827956989247,56.763440860215056
Torpanranta,4,25.344444444444445,27.07777777777778
Torpanranta,5,35.1505376344086,36.59139784946237
Torpanranta,6,67.9888888888889,70.41111111111111
Torpanranta,7,46.064516129032256,48.01075268817204
Torpanranta,8,29.870967741935484,31.440860215053764
Torpanranta,9,12.640449438202246,13.123595505617978
Torpanranta,10,6.766666666666667,7.0
Torpanranta,11,6.766666666666667,7.0
Piispansilta,4,45.68888888888889,44.91111111111111
Piispansilta,5,64.50537634408602,61.655913978494624
Piispansilta,6,88.87777777777778,87.38888888888889
Piispansilta,7,77.17204301075269,76.31182795698925
Piispansilta,8,69.88172043010752,68.98924731182795
Piispansilta,9,49.111111111111114,47.63333333333333
Piispansilta,10,29.06451612903226,28.096774193548388
Piispansilta,11,29.06451612903226,28.096774193548388
Korppaanmäentie,4,26.11111111111111,25.677777777777777
Korppaanmäentie,5,35.946236559139784,35.87096774193548
Korppaanmäentie,6,49.3,49.21111111111111
Korppaanmäentie,7,44.74193548387097,45.16129032258065
Korppaanmäentie,8,43.83870967741935,43.72043010752688
Korppaanmäentie,9,31.1,31.133333333333333
Korppaanmäentie,10,19.967741935483872,20.043010752688172
Korppaanmäentie,11,19.967741935483872,20.043010752688172
Friisinkalliontie,4,33.181113309413256,33.11101824684443
Friisinkalliontie,5,39.75761962105187,39.75697043354571
Friisinkalliontie,6,50.05596773976007,50.03646016874544
Friisinkalliontie,7,44.87509422561094,44.83906542571891
Friisinkalliontie,8,42.0579049538524,42.00460390586893
Friisinkalliontie,9,29.779280546002088,29.698641047373798
Friisinkalliontie,10,18.316620756614626,18.220855252140932
Friisinkalliontie,11,18.316620756614626,18.220855252140932
Itälahdenkatu,4,36.84444444444444,36.55555555555556
Itälahdenkatu,5,49.81720430107527,50.11827956989247
Itälahdenkatu,6,66.88888888888889,66.94444444444444
Itälahdenkatu,7,55.655913978494624,55.25806451612903
Itälahdenkatu,8,58.494623655913976,58.18279569892473
Itälahdenkatu,9,44.43333333333333,44.03333333333333
Itälahdenkatu,10,30.946236559139784,30.9247311827957
Itälahdenkatu,11,30.946236559139784,30.9247311827957
Jalavatie,4,34.75555555555555,32.333333333333336
Jalavatie,5,47.096774193548384,44.903225806451616
Jalavatie,6,55.82222222222222,54.6
Jalavatie,7,47.473118279569896,45.83870967741935
Jalavatie,8,47.645161290322584,46.74193548387097
Jalavatie,9,32.56666666666667,32.15555555555556
Jalavatie,10,19.817204301075268,19.376344086021504
Jalavatie,11,19.817204301075268,19.376344086021504
Kiskontie,4,22.24418604651163,22.767441860465116
Kiskontie,5,32.924731182795696,32.376344086021504
Kiskontie,6,42.7,42.477777777777774
Kiskontie,7,36.72043010752688,35.655913978494624
Kiskontie,8,39.096774193548384,38.87096774193548
Kiskontie,9,28.766666666666666,28.366666666666667
Kiskontie,10,15.706521739130435,15.75
Kiskontie,11,15.706521739130435,15.75
Matinkartanontie,4,19.955555555555556,19.955555555555556
Matinkartanontie,5,27.741935483870968,28.666666666666668
Matinkartanontie,6,37.7,37.766666666666666
Matinkartanontie,7,34.655913978494624,34.56989247311828
Matinkartanontie,8,37.27956989247312,37.365591397849464
Matinkartanontie,9,28.966666666666665,30.466666666666665
Matinkartanontie,10,17.395061728395063,18.395061728395063
Matinkartanontie,11,17.395061728395063,18.395061728395063
Tyynenmerenkatu,4,95.16666666666667,96.2
Tyynenmerenkatu,5,122.20430107526882,123.03225806451613
Tyynenmerenkatu,6,158.04444444444445,158.38888888888889
Tyynenmerenkatu,7,139.11827956989248,139.4516129032258
Tyynenmerenkatu,8,137.9784946236559,138.89247311827958
Tyynenmerenkatu,9,104.66666666666667,104.9
Tyynenmerenkatu,10,69.2258064516129,69.49462365591398
Tyynenmerenkatu,11,69.2258064516129,69.49462365591398
Munkkivuoren ostoskeskus,4,54.388888888888886,55.074074074074076
Munkkivuoren ostoskeskus,5,76.34782608695652,75.76086956521739
Munkkivuoren ostoskeskus,6,100.46666666666667,101.36666666666666
Munkkivuoren ostoskeskus,7,88.46236559139786,88.58064516129032
Munkkivuoren ostoskeskus,8,82.70967741935483,82.79569892473118
Munkkivuoren ostoskeskus,9,57.166666666666664,57.63333333333333
Munkkivuoren ostoskeskus,10,34.924731182795696,34.82795698924731
Munkkivuoren ostoskeskus,11,34.924731182795696,34.82795698924731
Paciuksenkaari,4,46.95454545454545,48.27272727272727
Paciuksenkaari,5,65.0,66.63440860215054
Paciuksenkaari,6,87.77777777777777,88.38888888888889
Paciuksenkaari,7,69.56989247311827,69.6989247311828
Paciuksenkaari,8,64.87096774193549,65.66666666666667
Paciuksenkaari,9,42.78888888888889,43.9
Paciuksenkaari,10,26.204301075268816,26.333333333333332
Paciuksenkaari,11,26.204301075268816,26.333333333333332
Diakoniapuisto,4,43.94915254237288,41.91525423728814
Diakoniapuisto,5,61.13953488372093,58.36046511627907
Diakoniapuisto,6,87.2,85.57777777777778
Diakoniapuisto,7,87.19354838709677,85.72043010752688
Diakoniapuisto,8,77.66666666666667,76.08602150537635
Diakoniapuisto,9,46.98888888888889,46.36666666666667
Diakoniapuisto,10,24.571428571428573,24.555555555555557
Diakoniapuisto,11,24.571428571428573,24.555555555555557
Tenholantie,4,33.31111111111111,32.355555555555554
Tenholantie,5,48.55913978494624,48.73118279569893
Tenholantie,6,60.24444444444445,60.05555555555556
Tenholantie,7,52.73118279569893,52.03225806451613
Tenholantie,8,53.774193548387096,54.053763440860216
Tenholantie,9,44.08888888888889,44.388888888888886
Tenholantie,10,31.838709677419356,31.526881720430108
Tenholantie,11,31.838709677419356,31.526881720430108
Velodrominrinne,4,34.48888888888889,34.32222222222222
Velodrominrinne,5,48.03225806451613,48.17204301075269
Velodrominrinne,6,62.144444444444446,62.41111111111111
Velodrominrinne,7,52.053763440860216,51.87096774193548
Velodrominrinne,8,59.10752688172043,58.8494623655914
Velodrominrinne,9,48.53333333333333,48.82222222222222
Velodrominrinne,10,29.559139784946236,31.06451612903226
Velodrominrinne,11,29.559139784946236,31.06451612903226
Toinen linja,4,50.43333333333333,45.077777777777776
Toinen linja,5,71.2258064516129,63.623655913978496
Toinen linja,6,81.52222222222223,77.38888888888889
Toinen linja,7,67.0,64.34408602150538
Toinen linja,8,67.84946236559139,65.51612903225806
Toinen linja,9,47.544444444444444,45.577777777777776
Toinen linja,10,31.053763440860216,29.483870967741936
Toinen linja,11,31.053763440860216,29.483870967741936
Rautatieläisenkatu,4,48.388888888888886,50.333333333333336
Rautatieläisenkatu,5,72.10752688172043,72.78494623655914
Rautatieläisenkatu,6,87.86666666666666,87.52222222222223
Rautatieläisenkatu,7,67.43010752688173,67.29032258064517
Rautatieläisenkatu,8,75.70967741935483,76.3763440860215
Rautatieläisenkatu,9,56.77777777777778,56.666666666666664
Rautatieläisenkatu,10,36.358695652173914,36.46739130434783
Rautatieläisenkatu,11,36.358695652173914,36.46739130434783
Hietaniemenkatu,4,59.477777777777774,60.55555555555556
Hietaniemenkatu,5,88.76344086021506,90.66666666666667
Hietaniemenkatu,6,219.62222222222223,224.5
Hietaniemenkatu,7,162.50537634408602,166.72043010752688
Hietaniemenkatu,8,92.02150537634408,92.90322580645162
Hietaniemenkatu,9,27.57777777777778,27.42222222222222
Hietaniemenkatu,10,13.010752688172044,12.516129032258064
Hietaniemenkatu,11,13.010752688172044,12.516129032258064
Käpyläntie,4,27.344444444444445,26.511111111111113
Käpyläntie,5,37.784946236559136,37.096774193548384
Käpyläntie,6,52.86666666666667,52.46666666666667
Käpyläntie,7,49.655913978494624,49.56989247311828
Käpyläntie,8,47.666666666666664,47.88172043010753
Käpyläntie,9,31.511111111111113,31.488888888888887
Käpyläntie,10,20.989247311827956,21.129032258064516
Käpyläntie,11,20.989247311827956,21.129032258064516
Meilahden sairaala,4,45.963855421686745,42.855421686746986
Meilahden sairaala,5,59.053763440860216,55.473118279569896
Meilahden sairaala,6,70.33333333333333,69.13333333333334
Meilahden sairaala,7,64.65591397849462,63.41935483870968
Meilahden sairaala,8,63.45161290322581,61.1505376344086
Meilahden sairaala,9,56.91111111111111,55.51111111111111
Meilahden sairaala,10,37.18279569892473,36.1505376344086
Meilahden sairaala,11,37.18279569892473,36.1505376344086
Vihdintie,4,38.13095238095238,37.285714285714285
Vihdintie,5,47.89247311827957,47.483870967741936
Vihdintie,6,60.144444444444446,60.46666666666667
Vihdintie,7,48.516129032258064,48.225806451612904
Vihdintie,8,47.376344086021504,47.494623655913976
Vihdintie,9,33.03333333333333,32.78888888888889
Vihdintie,10,19.717391304347824,19.467391304347824
Vihdintie,11,19.717391304347824,19.467391304347824
Brahen puistikko,4,57.98876404494382,55.438202247191015
Brahen puistikko,5,81.81720430107526,78.56989247311827
Brahen puistikko,6,100.68888888888888,99.23333333333333
Brahen puistikko,7,92.59139784946237,90.10752688172043
Brahen puistikko,8,89.19354838709677,88.18279569892474
Brahen puistikko,9,65.41111111111111,64.46666666666667
Brahen puistikko,10,41.86813186813187,41.21978021978022
Brahen puistikko,11,41.86813186813187,41.21978021978022
Niemenmäenkuja,4,33.181113309413256,33.11101824684443
Niemenmäenkuja,5,39.75761962105187,39.75697043354571
Niemenmäenkuja,6,50.05596773976007,50.03646016874544
Niemenmäenkuja,7,44.87509422561094,44.83906542571891
Niemenmäenkuja,8,42.0579049538524,42.00460390586893
Niemenmäenkuja,9,29.779280546002088,29.698641047373798
Niemenmäenkuja,10,18.316620756614626,18.220855252140932
Niemenmäenkuja,11,18.316620756614626,18.220855252140932
Messitytönkatu,4,51.25423728813559,52.30508474576271
Messitytönkatu,5,68.91935483870968,69.45161290322581
Messitytönkatu,6,76.83333333333333,77.05
Messitytönkatu,7,61.54838709677419,61.53225806451613
Messitytönkatu,8,73.69354838709677,73.7741935483871
Messitytönkatu,9,56.2,56.05
Messitytönkatu,10,32.98360655737705,32.85245901639344
Messitytönkatu,11,32.98360655737705,32.85245901639344
Ulvilantie,4,23.31111111111111,22.266666666666666
Ulvilantie,5,26.462365591397848,24.666666666666668
Ulvilantie,6,31.377777777777776,30.18888888888889
Ulvilantie,7,24.827956989247312,24.096774193548388
Ulvilantie,8,24.817204301075268,24.559139784946236
Ulvilantie,9,18.788888888888888,17.977777777777778
Ulvilantie,10,11.666666666666666,11.419354838709678
Ulvilantie,11,11.666666666666666,11.419354838709678
Esterinportti,4,54.30120481927711,50.87951807228916
Esterinportti,5,82.13978494623656,79.80645161290323
Esterinportti,6,102.71111111111111,101.9888888888889
Esterinportti,7,87.59139784946237,85.83870967741936
Esterinportti,8,84.48387096774194,81.95698924731182
Esterinportti,9,64.02222222222223,62.422222222222224
Esterinportti,10,40.655913978494624,39.44086021505376
Esterinportti,11,40.655913978494624,39.44086021505376
Juhana Herttuan tie,4,25.255555555555556,23.855555555555554
Juhana Herttuan tie,5,35.82795698924731,37.1505376344086
Juhana Herttuan tie,6,46.94444444444444,47.53333333333333
Juhana Herttuan tie,7,44.03225806451613,44.29032258064516
Juhana Herttuan tie,8,43.18279569892473,43.68817204301075
Juhana Herttuan tie,9,35.077777777777776,35.855555555555554
Juhana Herttuan tie,10,23.49462365591398,23.301075268817204
Juhana Herttuan tie,11,23.49462365591398,23.301075268817204
Mäkelänkatu,4,37.72222222222222,31.57777777777778
Mäkelänkatu,5,49.365591397849464,40.645161290322584
Mäkelänkatu,6,62.6,50.03333333333333
Mäkelänkatu,7,61.25806451612903,47.01075268817204
Mäkelänkatu,8,58.43010752688172,50.01075268817204
Mäkelänkatu,9,41.05555555555556,33.96666666666667
Mäkelänkatu,10,23.774193548387096,19.13978494623656
Mäkelänkatu,11,23.774193548387096,19.13978494623656
Arielinkatu,4,37.52439024390244,39.0609756097561
Arielinkatu,5,55.32258064516129,56.0
Arielinkatu,6,82.16666666666667,82.35555555555555
Arielinkatu,7,70.01075268817205,70.04301075268818
Arielinkatu,8,59.924731182795696,60.29032258064516
Arielinkatu,9,41.53333333333333,41.8
Arielinkatu,10,25.236559139784948,25.419354838709676
Arielinkatu,11,25.236559139784948,25.419354838709676
Haukilahdenkatu,4,66.07777777777778,67.4
Haukilahdenkatu,5,92.45161290322581,96.10752688172043
Haukilahdenkatu,6,126.6,128.73333333333332
Haukilahdenkatu,7,106.2258064516129,109.08602150537635
Haukilahdenkatu,8,110.3225806451613,111.19354838709677
Haukilahdenkatu,9,83.08888888888889,84.36666666666666
Haukilahdenkatu,10,49.666666666666664,52.40860215053763
Haukilahdenkatu,11,49.666666666666664,52.40860215053763
Lauttasaarensilta,4,51.20224719101124,51.943820224719104
Lauttasaarensilta,5,73.01075268817205,73.90322580645162
Lauttasaarensilta,6,100.45555555555555,101.21111111111111
Lauttasaarensilta,7,89.53763440860214,89.3010752688172
Lauttasaarensilta,8,89.27956989247312,89.75268817204301
Lauttasaarensilta,9,57.1,57.666666666666664
Lauttasaarensilta,10,37.774193548387096,37.39784946236559
Lauttasaarensilta,11,37.774193548387096,37.39784946236559
Teurastamo,4,47.67777777777778,51.13333333333333
Teurastamo,5,70.16129032258064,75.74193548387096
Teurastamo,6,111.4888888888889,115.88888888888889
Teurastamo,7,103.74193548387096,109.38709677419355
Teurastamo,8,96.87096774193549,100.33333333333333
Teurastamo,9,59.56666666666667,63.25555555555555
Teurastamo,10,33.795698924731184,36.67741935483871
Teurastamo,11,33.795698924731184,36.67741935483871
Pohjolanaukio,4,21.211111111111112,20.7
Pohjolanaukio,5,27.774193548387096,27.483870967741936
Pohjolanaukio,6,32.266666666666666,32.4
Pohjolanaukio,7,28.526881720430108,27.817204301075268
Pohjolanaukio,8,28.21505376344086,27.268817204301076
Pohjolanaukio,9,19.744444444444444,19.27777777777778
Pohjolanaukio,10,11.53763440860215,11.64516129032258
Pohjolanaukio,11,11.53763440860215,11.64516129032258
Muusantori,4,17.275862068965516,18.28735632183908
Muusantori,5,23.344086021505376,25.591397849462364
Muusantori,6,34.96666666666667,36.56666666666667
Muusantori,7,30.021505376344088,31.516129032258064
Muusantori,8,26.78494623655914,29.150537634408604
Muusantori,9,19.288888888888888,21.266666666666666
Muusantori,10,12.56989247311828,13.21505376344086
Muusantori,11,12.56989247311828,13.21505376344086
Venttiilikuja,4,45.55555555555556,42.955555555555556
Venttiilikuja,5,64.05376344086021,58.82795698924731
Venttiilikuja,6,78.4888888888889,75.83333333333333
Venttiilikuja,7,69.15053763440861,66.38709677419355
Venttiilikuja,8,66.75268817204301,63.69892473118279
Venttiilikuja,9,47.53333333333333,47.41111111111111
Venttiilikuja,10,32.666666666666664,31.193548387096776
Venttiilikuja,11,32.666666666666664,31.193548387096776
Veturitori,4,33.181113309413256,33.11101824684443
Veturitori,5,39.75761962105187,39.75697043354571
Veturitori,6,88.96153846153847,58.11538461538461
Veturitori,7,114.38709677419355,76.7741935483871
Veturitori,8,146.0,95.38709677419355
Veturitori,9,119.5,81.8
Veturitori,10,60.87096774193548,46.225806451612904
Veturitori,11,60.87096774193548,46.225806451612904
Käpylän asema,4,21.233333333333334,20.0
Käpylän asema,5,30.13978494623656,28.774193548387096
Käpylän asema,6,39.81111111111111,38.24444444444445
Käpylän asema,7,31.021505376344088,29.881720430107528
Käpylän asema,8,31.301075268817204,30.408602150537636
Käpylän asema,9,20.244444444444444,19.211111111111112
Käpylän asema,10,12.16304347826087,11.576086956521738
Käpylän asema,11,12.16304347826087,11.576086956521738
Gyldenintie,4,64.26666666666667,62.388888888888886
Gyldenintie,5,94.13978494623656,92.13978494623656
Gyldenintie,6,124.97777777777777,122.74444444444444
Gyldenintie,7,111.64516129032258,110.3225806451613
Gyldenintie,8,113.10752688172043,112.63440860215054
Gyldenintie,9,88.52222222222223,87.67777777777778
Gyldenintie,10,60.806451612903224,59.634408602150536
Gyldenintie,11,60.806451612903224,59.634408602150536
Workshop Smoove,4,33.181113309413256,33.11101824684443
Workshop Smoove,5,39.75761962105187,39.75697043354571
Workshop Smoove,6,50.05596773976007,50.03646016874544
Workshop Smoove,7,44.87509422561094,44.83906542571891
Workshop Smoove,8,42.0579049538524,42.00460390586893
Workshop Smoove,9,29.779280546002088,29.698641047373798
Workshop Smoove,10,2.0,1.0
Workshop Smoove,11,2.0,1.0
Bike Production,4,33.181113309413256,33.11101824684443
Bike Production,5,1.0,0.0
Bike Production,6,50.05596773976007,50.03646016874544
Bike Production,7,44.87509422561094,44.83906542571891
Bike Production,8,42.0579049538524,42.00460390586893
Bike Production,9,29.779280546002088,29.698641047373798
Bike Production,10,18.316620756614626,18.220855252140932
Bike Production,11,18.316620756614626,18.220855252140932
Vanha Kauppahalli,4,27.044444444444444,29.477777777777778
Vanha Kauppahalli,5,36.53763440860215,37.01075268817204
Vanha Kauppahalli,6,56.2,56.81111111111111
Vanha Kauppahalli,7,34.225806451612904,34.96774193548387
Vanha Kauppahalli,8,32.0,32.98924731182796
Vanha Kauppahalli,9,18.3,19.933333333333334
Vanha Kauppahalli,10,9.935483870967742,11.688172043010752
Vanha Kauppahalli,11,9.935483870967742,11.688172043010752
Leppäsuonaukio,4,38.61666666666667,35.28333333333333
Leppäsuonaukio,5,65.45652173913044,61.51086956521739
Leppäsuonaukio,6,89.62222222222222,84.08888888888889
Leppäsuonaukio,7,76.73118279569893,73.64516129032258
Leppäsuonaukio,8,77.94623655913979,76.52688172043011
Leppäsuonaukio,9,59.74444444444445,55.733333333333334
Leppäsuonaukio,10,39.28260869565217,36.02173913043478
Leppäsuonaukio,11,39.28260869565217,36.02173913043478
Nordenskiöldinaukio,4,54.144444444444446,52.44444444444444
Nordenskiöldinaukio,5,75.18279569892474,72.76344086021506
Nordenskiöldinaukio,6,92.68888888888888,91.84444444444445
Nordenskiöldinaukio,7,80.93548387096774,81.10752688172043
Nordenskiöldinaukio,8,81.20430107526882,80.75268817204301
Nordenskiöldinaukio,9,60.17777777777778,59.91111111111111
Nordenskiöldinaukio,10,35.0,34.66304347826087
Nordenskiöldinaukio,11,35.0,34.66304347826087
Salmisaarenranta,4,46.6144578313253,52.3855421686747
Salmisaarenranta,5,73.19354838709677,83.80645161290323
Salmisaarenranta,6,85.04444444444445,98.67777777777778
Salmisaarenranta,7,77.53763440860214,82.96774193548387
Salmisaarenranta,8,96.25806451612904,103.04301075268818
Salmisaarenranta,9,92.68888888888888,100.05555555555556
Salmisaarenranta,10,66.52688172043011,71.03225806451613
Salmisaarenranta,11,66.52688172043011,71.03225806451613
Mäntytie,4,33.181113309413256,33.11101824684443
Mäntytie,5,39.75761962105187,39.75697043354571
Mäntytie,6,50.05596773976007,50.03646016874544
Mäntytie,7,44.87509422561094,44.83906542571891
Mäntytie,8,42.0579049538524,42.00460390586893
Mäntytie,9,29.779280546002088,29.698641047373798
Mäntytie,10,18.316620756614626,18.220855252140932
Mäntytie,11,18.316620756614626,18.220855252140932
Hollolantie,4,27.2,25.066666666666666
Hollolantie,5,41.526881720430104,38.26881720430107
Hollolantie,6,49.56666666666667,49.111111111111114
Hollolantie,7,43.96774193548387,42.204301075268816
Hollolantie,8,40.27956989247312,38.655913978494624
Hollolantie,9,30.988888888888887,30.122222222222224
Hollolantie,10,17.456521739130434,16.358695652173914
Hollolantie,11,17.456521739130434,16.358695652173914
Perämiehenkatu,4,52.71111111111111,52.977777777777774
Perämiehenkatu,5,78.31182795698925,77.12903225806451
Perämiehenkatu,6,94.53333333333333,94.11111111111111
Perämiehenkatu,7,81.0,80.33333333333333
Perämiehenkatu,8,84.95698924731182,84.56989247311827
Perämiehenkatu,9,62.75308641975309,62.48148148148148
Perämiehenkatu,10,38.18333333333333,38.38333333333333
Perämiehenkatu,11,38.18333333333333,38.38333333333333
Annankatu,4,52.0,50.922222222222224
Annankatu,5,77.80645161290323,76.05376344086021
Annankatu,6,101.63333333333334,100.44444444444444
Annankatu,7,94.09677419354838,93.53763440860214
Annankatu,8,94.98924731182795,94.80645161290323
Annankatu,9,71.33333333333333,70.63333333333334
Annankatu,10,43.333333333333336,43.236559139784944
Annankatu,11,43.333333333333336,43.236559139784944
Teljäntie,4,19.155555555555555,19.366666666666667
Teljäntie,5,24.43010752688172,25.516129032258064
Teljäntie,6,33.28888888888889,33.7
Teljäntie,7,26.870967741935484,27.376344086021504
Teljäntie,8,25.096774193548388,26.537634408602152
Teljäntie,9,19.133333333333333,19.733333333333334
Teljäntie,10,12.096774193548388,12.053763440860216
Teljäntie,11,12.096774193548388,12.053763440860216
Lehtisaarentie,4,36.57142857142857,38.595238095238095
Lehtisaarentie,5,46.10752688172043,48.56989247311828
Lehtisaarentie,6,58.24444444444445,61.75555555555555
Lehtisaarentie,7,48.60215053763441,50.935483870967744
Lehtisaarentie,8,43.75268817204301,45.74193548387097
Lehtisaarentie,9,25.966666666666665,27.977777777777778
Lehtisaarentie,10,16.376344086021504,17.06451612903226
Lehtisaarentie,11,16.376344086021504,17.06451612903226
Eteläesplanadi,4,57.1,64.52222222222223
Eteläesplanadi,5,82.64516129032258,92.21505376344086
Eteläesplanadi,6,122.36666666666666,130.98888888888888
Eteläesplanadi,7,114.48387096774194,122.25806451612904
Eteläesplanadi,8,106.48387096774194,120.33333333333333
Eteläesplanadi,9,77.33333333333333,85.34444444444445
Eteläesplanadi,10,47.55913978494624,50.333333333333336
Eteläesplanadi,11,47.55913978494624,50.333333333333336
Isoisänsilta,4,70.31111111111112,74.4888888888889
Isoisänsilta,5,106.0752688172043,110.6989247311828
Isoisänsilta,6,182.62222222222223,188.2111111111111
Isoisänsilta,7,150.0215053763441,155.30107526881721
Isoisänsilta,8,105.76344086021506,109.87096774193549
Isoisänsilta,9,53.98888888888889,54.955555555555556
Isoisänsilta,10,28.817204301075268,29.129032258064516
Isoisänsilta,11,28.817204301075268,29.129032258064516
Cygnauksenkatu,4,45.43333333333333,44.46666666666667
Cygnauksenkatu,5,62.903225806451616,57.41935483870968
Cygnauksenkatu,6,50.05596773976007,50.03646016874544
Cygnauksenkatu,7,44.87509422561094,44.83906542571891
Cygnauksenkatu,8,42.0579049538524,42.00460390586893
Cygnauksenkatu,9,29.779280546002088,29.698641047373798
Cygnauksenkatu,10,18.316620756614626,18.220855252140932
Cygnauksenkatu,11,18.316620756614626,18.220855252140932
Kustaankatu,4,39.233333333333334,30.711111111111112
Kustaankatu,5,53.54838709677419,41.655913978494624
Kustaankatu,6,63.577777777777776,59.06666666666667
Kustaankatu,7,69.44086021505376,61.17204301075269
Kustaankatu,8,66.86021505376344,59.204301075268816
Kustaankatu,9,37.833333333333336,31.7
Kustaankatu,10,22.387096774193548,18.903225806451612
Kustaankatu,11,22.387096774193548,18.903225806451612
Puistokaari,4,26.22222222222222,25.144444444444446
Puistokaari,5,34.89247311827957,33.39784946236559
Puistokaari,6,47.46666666666667,47.455555555555556
Puistokaari,7,39.225806451612904,38.56989247311828
Puistokaari,8,34.72043010752688,33.96774193548387
Puistokaari,9,20.666666666666668,20.366666666666667
Puistokaari,10,12.96774193548387,12.720430107526882
Puistokaari,11,12.96774193548387,12.720430107526882
Kuikkarinne,4,33.18888888888889,32.53333333333333
Kuikkarinne,5,45.61290322580645,46.67741935483871
Kuikkarinne,6,66.03947368421052,67.14473684210526
Kuikkarinne,7,56.064516129032256,56.08064516129032
Kuikkarinne,8,56.78378378378378,58.17567567567568
Kuikkarinne,9,34.21111111111111,34.855555555555554
Kuikkarinne,10,23.387096774193548,23.50537634408602
Kuikkarinne,11,23.387096774193548,23.50537634408602
Toppelundintie,4,6.2823529411764705,6.188235294117647
Toppelundintie,5,9.311827956989248,9.655913978494624
Toppelundintie,6,12.577777777777778,12.377777777777778
Toppelundintie,7,10.473118279569892,10.43010752688172
Toppelundintie,8,10.505376344086022,11.150537634408602
Toppelundintie,9,5.133333333333334,5.7444444444444445
Toppelundintie,10,3.0,3.023529411764706
Toppelundintie,11,3.0,3.023529411764706
"Aalto-yliopisto (M), Tietotie",4,23.855555555555554,22.9
"Aalto-yliopisto (M), Tietotie",5,33.32258064516129,32.645161290322584
"Aalto-yliopisto (M), Tietotie",6,42.333333333333336,42.12222222222222
"Aalto-yliopisto (M), Tietotie",7,34.494623655913976,34.43010752688172
"Aalto-yliopisto (M), Tietotie",8,41.064516129032256,40.30107526881721
"Aalto-yliopisto (M), Tietotie",9,36.79775280898876,35.62921348314607
"Aalto-yliopisto (M), Tietotie",10,24.559139784946236,23.333333333333332
"Aalto-yliopisto (M), Tietotie",11,24.559139784946236,23.333333333333332
Oravannahkatori,4,11.929411764705883,10.929411764705883
Oravannahkatori,5,15.0,13.655913978494624
Oravannahkatori,6,17.38888888888889,16.322222222222223
Oravannahkatori,7,16.13978494623656,14.526881720430108
Oravannahkatori,8,16.666666666666668,14.89247311827957
Oravannahkatori,9,13.588888888888889,12.0
Oravannahkatori,10,10.380434782608695,8.858695652173912
Oravannahkatori,11,10.380434782608695,8.858695652173912
Pohjankulma,4,20.08888888888889,19.955555555555556
Pohjankulma,5,28.301075268817204,28.35483870967742
Pohjankulma,6,34.93333333333333,34.68888888888889
Pohjankulma,7,30.93548387096774,31.322580645161292
Pohjankulma,8,30.849462365591396,30.602150537634408
Pohjankulma,9,21.966666666666665,21.0
Pohjankulma,10,14.451612903225806,14.333333333333334
Pohjankulma,11,14.451612903225806,14.333333333333334
Linnakepolku,4,9.460674157303371,10.0
Linnakepolku,5,12.408602150537634,13.03225806451613
Linnakepolku,6,17.133333333333333,17.833333333333332
Linnakepolku,7,13.698924731182796,13.795698924731182
Linnakepolku,8,13.956521739130435,15.141304347826088
Linnakepolku,9,8.188888888888888,8.666666666666666
Linnakepolku,10,4.3977272727272725,4.875
Linnakepolku,11,4.3977272727272725,4.875
Matinkyläntie,4,14.844444444444445,14.78888888888889
Matinkyläntie,5,20.376344086021504,20.752688172043012
Matinkyläntie,6,29.333333333333332,29.18888888888889
Matinkyläntie,7,24.096774193548388,24.06451612903226
Matinkyläntie,8,22.806451612903224,22.774193548387096
Matinkyläntie,9,16.2,15.977777777777778
Matinkyläntie,10,10.086021505376344,9.64516129032258
Matinkyläntie,11,10.086021505376344,9.64516129032258
Golfpolku,4,6.404761904761905,5.892857142857143
Golfpolku,5,8.108695652173912,7.9021739130434785
Golfpolku,6,11.425287356321839,11.344827586206897
Golfpolku,7,8.989010989010989,9.065934065934066
Golfpolku,8,8.774193548387096,8.795698924731182
Golfpolku,9,5.25,5.545454545454546
Golfpolku,10,3.4096385542168677,3.4457831325301207
Golfpolku,11,3.4096385542168677,3.4457831325301207
Avaruuskatu,4,6.9186046511627906,6.825581395348837
Avaruuskatu,5,8.301075268817204,8.731182795698924
Avaruuskatu,6,10.97752808988764,10.606741573033707
Avaruuskatu,7,8.793478260869565,8.58695652173913
Avaruuskatu,8,9.175824175824175,9.373626373626374
Avaruuskatu,9,5.735632183908046,5.712643678160919
Avaruuskatu,10,3.9390243902439024,4.060975609756097
Avaruuskatu,11,3.9390243902439024,4.060975609756097
Suurpellonaukio,4,8.696629213483146,8.820224719101123
Suurpellonaukio,5,11.296703296703297,11.923076923076923
Suurpellonaukio,6,13.38888888888889,14.244444444444444
Suurpellonaukio,7,12.182795698924732,13.0
Suurpellonaukio,8,10.46236559139785,11.720430107526882
Suurpellonaukio,9,7.921348314606742,8.168539325842696
Suurpellonaukio,10,4.1234567901234565,4.407407407407407
Suurpellonaukio,11,4.1234567901234565,4.407407407407407
Tiistiläntie,4,8.8,8.447058823529412
Tiistiläntie,5,11.483870967741936,10.96774193548387
Tiistiläntie,6,15.433333333333334,14.688888888888888
Tiistiläntie,7,14.56989247311828,14.182795698924732
Tiistiläntie,8,13.838709677419354,13.376344086021506
Tiistiläntie,9,10.4,10.355555555555556
Tiistiläntie,10,6.634408602150538,6.419354838709677
Tiistiläntie,11,6.634408602150538,6.419354838709677
Länsituuli,4,34.97752808988764,34.38202247191011
Länsituuli,5,48.645161290322584,48.236559139784944
