Station,Month,Last 3 Year Avg Departures,Last 3 Year Avg Returns
Kauppakorkeakoulu,10,45.134328358208954,45.17910447761194
Kauppakorkeakoulu,11,45.134328358208954,45.17910447761194
Kanavaranta,4,82.63333333333334,87.63333333333334
Kanavaranta,5,130.58064516129033,134.80645161290323
Kanavaranta,6,219.61111111111111,223.0
Kanavaranta,7,204.9247311827957,213.09677419354838
Kanavaranta,8,185.0,189.48387096774192
Kanavaranta,9,101.56666666666666,108.93333333333334
Kanavaranta,10,60.82795698924731,65.78494623655914
Kanavaranta,11,60.82795698924731,65.78494623655914
Kauppatori,4,33.181113309413256,33.11101824684443
Kauppatori,5,39.75761962105187,39.75697043354571
Kauppatori,6,50.05596773976007,50.03646016874544
Kauppatori,7,44.87509422561094,44.83906542571891
Kauppatori,8,42.0579049538524,42.00460390586893
Kauppatori,9,29.779280546002088,29.698641047373798
Kauppatori,10,18.316620756614626,18.220855252140932
Kauppatori,11,18.316620756614626,18.220855252140932
Eerikinkatu,4,27.377777777777776,26.366666666666667
Eerikinkatu,5,36.26881720430107,35.86021505376344
Eerikinkatu,6,47.855555555555554,47.9
Eerikinkatu,7,43.505376344086024,42.913978494623656
Eerikinkatu,8,42.27956989247312,41.774193548387096
Eerikinkatu,9,32.522222222222226,32.1
Eerikinkatu,10,20.47826086956522,20.16304347826087
Eerikinkatu,11,20.47826086956522,20.16304347826087
Ooppera,4,92.28888888888889,94.21111111111111
Ooppera,5,137.3763440860215,138.49462365591398
Ooppera,6,180.2888888888889,179.06666666666666
Ooppera,7,161.04301075268816,161.79569892473117
Ooppera,8,159.11827956989248,159.88172043010752
Ooppera,9,112.31111111111112,112.72222222222223
Ooppera,10,69.04301075268818,69.90322580645162
Ooppera,11,69.04301075268818,69.90322580645162
Haapaniemenkatu,4,31.966666666666665,30.116666666666667
Haapaniemenkatu,5,40.12643678160919,38.57471264367816
Haapaniemenkatu,6,50.71111111111111,49.12222222222222
Haapaniemenkatu,7,48.763440860215056,45.354838709677416
Haapaniemenkatu,8,42.31182795698925,40.8494623655914
Haapaniemenkatu,9,28.22222222222222,26.522222222222222
Haapaniemenkatu,10,17.25,16.097826086956523
Haapaniemenkatu,11,17.25,16.097826086956523
Varsapuistikko,4,68.4,68.03333333333333
Varsapuistikko,5,90.95698924731182,90.6236559139785
Varsapuistikko,6,115.15555555555555,114.27777777777777
Varsapuistikko,7,97.74193548387096,97.25806451612904
Varsapuistikko,8,114.61290322580645,114.81720430107526
Varsapuistikko,9,101.78888888888889,104.4
Varsapuistikko,10,58.16129032258065,58.56989247311828
Varsapuistikko,11,58.16129032258065,58.56989247311828
Senaatintori,4,35.922222222222224,35.72222222222222
Senaatintori,5,45.053763440860216,45.924731182795696
Senaatintori,6,65.37777777777778,65.9888888888889
Senaatintori,7,66.88172043010752,68.23655913978494
Senaatintori,8,69.63218390804597,71.05747126436782
Senaatintori,9,36.22666666666667,38.32
Senaatintori,10,20.0,21.06451612903226
Senaatintori,11,20.0,21.06451612903226
Ritarikatu,4,37.4,37.06666666666667
Ritarikatu,5,53.473118279569896,53.516129032258064
Ritarikatu,6,63.24444444444445,63.333333333333336
Ritarikatu,7,52.924731182795696,53.053763440860216
Ritarikatu,8,60.82795698924731,61.494623655913976
Ritarikatu,9,53.77777777777778,53.86666666666667
Ritarikatu,10,33.45161290322581,33.40860215053763
Ritarikatu,11,33.45161290322581,33.40860215053763
Kasarmitori,4,39.833333333333336,39.06666666666667
Kasarmitori,5,57.365591397849464,56.81720430107527
Kasarmitori,6,72.16666666666667,72.37777777777778
Kasarmitori,7,59.806451612903224,59.83870967741935
Kasarmitori,8,62.96774193548387,62.655913978494624
Kasarmitori,9,49.81111111111111,50.355555555555554
Kasarmitori,10,33.12359550561798,33.70786516853933
Kasarmitori,11,33.12359550561798,33.70786516853933
Kansallismuseo,4,30.522222222222222,29.5
Kansallismuseo,5,43.10752688172043,42.59139784946237
Kansallismuseo,6,57.08888888888889,56.43333333333333
Kansallismuseo,7,50.795698924731184,49.17204301075269
Kansallismuseo,8,57.634408602150536,56.81720430107527
Kansallismuseo,9,47.977777777777774,47.733333333333334
Kansallismuseo,10,29.27956989247312,29.182795698924732
Kansallismuseo,11,29.27956989247312,29.182795698924732
Hietalahdentori,4,96.26666666666667,97.34444444444445
Hietalahdentori,5,139.59139784946237,141.0
Hietalahdentori,6,193.33333333333334,192.76666666666668
Hietalahdentori,7,169.89156626506025,171.3012048192771
Hietalahdentori,8,162.10752688172042,161.96774193548387
Hietalahdentori,9,105.56666666666666,105.64444444444445
Hietalahdentori,10,69.39784946236558,69.17204301075269
Hietalahdentori,11,69.39784946236558,69.17204301075269
Narinkka,4,81.74444444444444,81.41111111111111
Narinkka,5,113.08602150537635,113.13978494623656
Narinkka,6,166.01111111111112,164.96666666666667
Narinkka,7,155.4516129032258,155.6236559139785
Narinkka,8,144.36559139784947,143.06451612903226
Narinkka,9,105.21111111111111,104.66666666666667
Narinkka,10,64.6774193548387,64.83870967741936
Narinkka,11,64.6774193548387,64.83870967741936
Hakaniemen metroasema,4,110.83333333333333,109.46666666666667
Hakaniemen metroasema,5,143.80645161290323,142.90322580645162
Hakaniemen metroasema,6,50.05596773976007,50.03646016874544
Hakaniemen metroasema,7,44.87509422561094,44.83906542571891
Hakaniemen metroasema,8,42.0579049538524,42.00460390586893
Hakaniemen metroasema,9,29.779280546002088,29.698641047373798
Hakaniemen metroasema,10,18.316620756614626,18.220855252140932
Hakaniemen metroasema,11,18.316620756614626,18.220855252140932
Kaivopuisto,4,77.26666666666667,83.28888888888889
Kaivopuisto,5,110.31182795698925,117.35483870967742
Kaivopuisto,6,176.36666666666667,177.88888888888889
Kaivopuisto,7,152.98924731182797,155.89247311827958
Kaivopuisto,8,115.35483870967742,120.46236559139786
Kaivopuisto,9,48.7,49.044444444444444
Kaivopuisto,10,24.06451612903226,24.591397849462364
Kaivopuisto,11,24.06451612903226,24.591397849462364
Kaisaniemenpuisto,4,52.69318181818182,53.95454545454545
Kaisaniemenpuisto,5,82.17204301075269,83.79569892473118
Kaisaniemenpuisto,6,106.64444444444445,106.55555555555556
Kaisaniemenpuisto,7,98.50537634408602,98.53763440860214
Kaisaniemenpuisto,8,104.87096774193549,104.88172043010752
Kaisaniemenpuisto,9,82.62222222222222,84.33333333333333
Kaisaniemenpuisto,10,49.26881720430107,50.27956989247312
Kaisaniemenpuisto,11,49.26881720430107,50.27956989247312
Eläinmuseo,4,26.75581395348837,25.697674418604652
Eläinmuseo,5,40.795698924731184,36.526881720430104
Eläinmuseo,6,53.13333333333333,48.5
Eläinmuseo,7,50.87096774193548,46.376344086021504
Eläinmuseo,8,49.45161290322581,46.97849462365591
Eläinmuseo,9,42.53333333333333,39.833333333333336
Eläinmuseo,10,27.365591397849464,25.9247311827957
Eläinmuseo,11,27.365591397849464,25.9247311827957
Itämerentori,4,212.17777777777778,214.48888888888888
Itämerentori,5,296.7741935483871,295.10752688172045
Itämerentori,6,371.1333333333333,369.35555555555555
Itämerentori,7,315.6989247311828,316.2903225806452
Itämerentori,8,323.4731182795699,324.2043010752688
Itämerentori,9,240.13333333333333,240.36666666666667
Itämerentori,10,153.83870967741936,154.29032258064515
Itämerentori,11,153.83870967741936,154.29032258064515
Brahen kenttä,4,78.67777777777778,74.67777777777778
Brahen kenttä,5,107.89247311827957,99.64516129032258
Brahen kenttä,6,124.68888888888888,120.77777777777777
Brahen kenttä,7,113.29032258064517,109.24731182795699
Brahen kenttä,8,107.0752688172043,103.16129032258064
Brahen kenttä,9,72.4888888888889,68.03333333333333
Brahen kenttä,10,44.75268817204301,42.204301075268816
Brahen kenttä,11,44.75268817204301,42.204301075268816
Rautatientori / itä,4,99.4,101.84444444444445
Rautatientori / itä,5,152.70967741935485,155.74193548387098
Rautatientori / itä,6,217.63333333333333,220.0888888888889
Rautatientori / itä,7,203.38709677419354,204.65591397849462
Rautatientori / itä,8,195.49462365591398,196.83870967741936
Rautatientori / itä,9,146.3111111111111,148.53333333333333
Rautatientori / itä,10,84.92391304347827,86.26086956521739
Rautatientori / itä,11,84.92391304347827,86.26086956521739
Viiskulma,4,61.333333333333336,59.91111111111111
Viiskulma,5,85.59139784946237,83.48387096774194
Viiskulma,6,112.06666666666666,110.73333333333333
Viiskulma,7,96.9247311827957,96.31182795698925
Viiskulma,8,97.55913978494624,97.56989247311827
Viiskulma,9,68.44444444444444,68.25555555555556
Viiskulma,10,44.88172043010753,44.55913978494624
Viiskulma,11,44.88172043010753,44.55913978494624
Eiran Sairaala,4,33.181113309413256,33.11101824684443
Eiran Sairaala,5,39.75761962105187,39.75697043354571
Eiran Sairaala,6,50.05596773976007,50.03646016874544
Eiran Sairaala,7,44.87509422561094,44.83906542571891
Eiran Sairaala,8,42.0579049538524,42.00460390586893
Eiran Sairaala,9,29.779280546002088,29.698641047373798
Eiran Sairaala,10,18.316620756614626,18.220855252140932
Eiran Sairaala,11,18.316620756614626,18.220855252140932
Porthania,4,87.75675675675676,88.01351351351352
Porthania,5,120.875,121.125
Porthania,6,146.15555555555557,145.23333333333332
Porthania,7,144.80645161290323,145.63440860215053
Porthania,8,154.30434782608697,154.3586956521739
Porthania,9,139.78378378378378,141.47297297297297
Porthania,10,77.35483870967742,77.54838709677419
Porthania,11,77.35483870967742,77.54838709677419
Marian Sairaala,4,120.3,119.66666666666667
Marian Sairaala,5,136.74193548387098,130.06451612903226
Marian Sairaala,6,50.05596773976007,50.03646016874544
Marian Sairaala,7,44.87509422561094,44.83906542571891
Marian Sairaala,8,42.0579049538524,42.00460390586893
Marian Sairaala,9,29.779280546002088,29.698641047373798
Marian Sairaala,10,18.316620756614626,18.220855252140932
Marian Sairaala,11,18.316620756614626,18.220855252140932
Olarinkatu,4,33.181113309413256,33.11101824684443
Olarinkatu,5,39.75761962105187,39.75697043354571
Olarinkatu,6,50.05596773976007,50.03646016874544
Olarinkatu,7,44.87509422561094,44.83906542571891
Olarinkatu,8,42.0579049538524,42.00460390586893
Olarinkatu,9,29.779280546002088,29.698641047373798
Olarinkatu,10,18.316620756614626,18.220855252140932
Olarinkatu,11,18.316620756614626,18.220855252140932
Lahnalahdentie,4,33.181113309413256,33.11101824684443
Lahnalahdentie,5,39.75761962105187,39.75697043354571
Lahnalahdentie,6,50.05596773976007,50.03646016874544
Lahnalahdentie,7,44.87509422561094,44.83906542571891
Lahnalahdentie,8,42.0579049538524,42.00460390586893
Lahnalahdentie,9,29.779280546002088,29.698641047373798
Lahnalahdentie,10,18.316620756614626,18.220855252140932
Lahnalahdentie,11,18.316620756614626,18.220855252140932
Päijänteentie,4,28.655555555555555,27.22222222222222
Päijänteentie,5,42.913978494623656,38.795698924731184
Päijänteentie,6,50.166666666666664,48.6
Päijänteentie,7,45.806451612903224,42.18279569892473
Päijänteentie,8,43.26881720430107,40.96774193548387
Päijänteentie,9,31.471910112359552,27.808988764044944
Päijänteentie,10,17.989247311827956,16.225806451612904
Päijänteentie,11,17.989247311827956,16.225806451612904
Töölönlahden puisto,4,55.77777777777778,57.41111111111111
Töölönlahden puisto,5,80.86021505376344,81.7741935483871
Töölönlahden puisto,6,123.4888888888889,123.68888888888888
Töölönlahden puisto,7,100.59139784946237,100.87096774193549
Töölönlahden puisto,8,101.6413043478261,101.8913043478261
Töölönlahden puisto,9,65.5111111111111,66.91111111111111
Töölönlahden puisto,10,37.27956989247312,38.61290322580645
Töölönlahden puisto,11,37.27956989247312,38.61290322580645
Koskelantie,4,45.12222222222222,45.31111111111111
Koskelantie,5,69.24731182795699,69.40860215053763
Koskelantie,6,92.9,92.94444444444444
Koskelantie,7,83.19354838709677,83.41935483870968
Koskelantie,8,82.0,81.01298701298701
Koskelantie,9,50.077777777777776,50.36666666666667
Koskelantie,10,29.23076923076923,29.296703296703296
Koskelantie,11,29.23076923076923,29.296703296703296
Verkatehtaanpuisto,4,46.39080459770115,46.44827586206897
Verkatehtaanpuisto,5,56.193548387096776,56.193548387096776
Verkatehtaanpuisto,6,65.16666666666667,65.66666666666667
Verkatehtaanpuisto,7,56.494623655913976,56.623655913978496
Verkatehtaanpuisto,8,48.10752688172043,49.354838709677416
Verkatehtaanpuisto,9,31.31111111111111,32.21111111111111
Verkatehtaanpuisto,10,19.516129032258064,20.032258064516128
Verkatehtaanpuisto,11,19.516129032258064,20.032258064516128
Porkkalankatu,4,115.36666666666666,116.7
Porkkalankatu,5,149.70967741935485,149.2258064516129
Porkkalankatu,6,153.93333333333334,152.86666666666667
Porkkalankatu,7,119.41935483870968,118.83870967741936
Porkkalankatu,8,141.96774193548387,141.51612903225808
Porkkalankatu,9,124.83333333333333,125.86666666666666
Porkkalankatu,10,74.35483870967742,73.58064516129032
Porkkalankatu,11,74.35483870967742,73.58064516129032
Ratapihantie,4,48.888888888888886,45.766666666666666
Ratapihantie,5,70.39784946236558,64.20430107526882
Ratapihantie,6,83.81111111111112,79.26666666666667
Ratapihantie,7,71.36559139784946,66.84946236559139
Ratapihantie,8,67.94623655913979,64.80645161290323
Ratapihantie,9,50.87777777777778,46.62222222222222
Ratapihantie,10,32.69892473118279,31.35483870967742
Ratapihantie,11,32.69892473118279,31.35483870967742
Fleminginkatu,4,68.73333333333333,67.34444444444445
Fleminginkatu,5,98.6989247311828,96.82795698924731
Fleminginkatu,6,127.97777777777777,126.57777777777778
Fleminginkatu,7,117.87096774193549,112.6774193548387
Fleminginkatu,8,109.43010752688173,106.31182795698925
Fleminginkatu,9,77.31111111111112,74.52222222222223
Fleminginkatu,10,46.46739130434783,45.391304347826086
Fleminginkatu,11,46.46739130434783,45.391304347826086
Hylkeenpyytäjänkatu,4,72.4,78.8
Hylkeenpyytäjänkatu,5,82.16129032258064,97.09677419354838
Hylkeenpyytäjänkatu,6,164.8,186.3
Hylkeenpyytäjänkatu,7,157.90322580645162,173.96774193548387
Hylkeenpyytäjänkatu,8,109.83870967741936,121.3225806451613
Hylkeenpyytäjänkatu,9,38.5,42.36666666666667
Hylkeenpyytäjänkatu,10,13.258064516129032,14.774193548387096
Hylkeenpyytäjänkatu,11,13.258064516129032,14.774193548387096
Huopalahdentie,4,33.30337078651685,34.831460674157306
Huopalahdentie,5,44.795698924731184,47.16129032258065
Huopalahdentie,6,56.72222222222222,58.888888888888886
Huopalahdentie,7,48.333333333333336,49.83870967741935
Huopalahdentie,8,48.25806451612903,51.12903225806452
Huopalahdentie,9,35.63333333333333,37.25555555555555
Huopalahdentie,10,22.27956989247312,23.096774193548388
Huopalahdentie,11,22.27956989247312,23.096774193548388
Elimäenkatu,4,31.77777777777778,30.58888888888889
Elimäenkatu,5,45.16129032258065,43.806451612903224
Elimäenkatu,6,54.333333333333336,54.78888888888889
Elimäenkatu,7,46.88172043010753,47.0
Elimäenkatu,8,55.54945054945055,56.48351648351648
Elimäenkatu,9,47.666666666666664,48.03333333333333
Elimäenkatu,10,28.827956989247312,28.70967741935484
Elimäenkatu,11,28.827956989247312,28.70967741935484
Melkonkuja,4,28.344444444444445,27.744444444444444
Melkonkuja,5,36.333333333333336,36.26881720430107
Melkonkuja,6,49.2,49.477777777777774
Melkonkuja,7,40.806451612903224,40.98924731182796
Melkonkuja,8,39.376344086021504,39.69892473118279
Melkonkuja,9,26.544444444444444,26.18888888888889
Melkonkuja,10,15.58695652173913,15.402173913043478
Melkonkuja,11,15.58695652173913,15.402173913043478
Pohjolankatu,4,13.166666666666666,11.755555555555556
Pohjolankatu,5,18.29032258064516,16.634408602150536
Pohjolankatu,6,21.77777777777778,20.833333333333332
Pohjolankatu,7,19.311827956989248,18.150537634408604
Pohjolankatu,8,22.043010752688172,20.806451612903224
Pohjolankatu,9,14.588888888888889,13.3
Pohjolankatu,10,8.593406593406593,8.153846153846153
Pohjolankatu,11,8.593406593406593,8.153846153846153
Radiokatu,4,15.666666666666666,13.188888888888888
Radiokatu,5,20.451612903225808,17.731182795698924
Radiokatu,6,23.633333333333333,21.366666666666667
Radiokatu,7,18.881720430107528,16.29032258064516
Radiokatu,8,17.341176470588234,15.188235294117646
Radiokatu,9,13.21111111111111,11.411111111111111
Radiokatu,10,7.978494623655914,7.021505376344086
Radiokatu,11,7.978494623655914,7.021505376344086
Tilkantori,4,33.67777777777778,35.72222222222222
Tilkantori,5,49.053763440860216,50.03225806451613
Tilkantori,6,59.41111111111111,61.25555555555555
Tilkantori,7,54.29032258064516,55.82795698924731
Tilkantori,8,47.666666666666664,48.27956989247312
Tilkantori,9,34.46666666666667,36.666666666666664
Tilkantori,10,22.967391304347824,23.880434782608695
