Year,m,d,Time,Time zone,Precipitation amount (mm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2017,8,17,00:00,UTC,0.3,19,22.7,16.8
2017,8,18,00:00,UTC,-1,18,21.1,16
2017,8,19,00:00,UTC,1.7,18.2,22.2,15.7
2017,8,20,00:00,UTC,-1,17.4,20,15.8
2017,8,21,00:00,UTC,-1,16.2,19.1,14.7
2017,8,22,00:00,UTC,-1,14.9,18.6,12
2017,8,23,00:00,UTC,-1,13.5,17.3,9.9
2017,8,24,00:00,UTC,-1,12.9,18.3,10.3
2017,8,25,00:00,UTC,2.7,11.2,14.1,8.1
2017,8,26,00:00,UTC,0.7,10.4,16,6.7
2017,8,27,00:00,UTC,-1,10.7,15.2,6
2017,8,28,00:00,UTC,-1,12,16.8,8.8
2017,8,29,00:00,UTC,-1,14.4,17.7,7.7
2017,8,30,00:00,UTC,1.9,16.8,19.4,14.8
2017,8,31,00:00,UTC,2,17.2,19.1,14.9
2017,9,1,00:00,UTC,-1,15.1,18,12.5
2017,9,2,00:00,UTC,-1,12.9,15.7,9.4
2017,9,3,00:00,UTC,0.1,12.9,15.9,11.9
2017,9,4,00:00,UTC,-1,11.9,16,8.4
2017,9,5,00:00,UTC,-1,11.4,15.1,8.6
2017,9,6,00:00,UTC,-1,10.4,14.6,4.9
2017,9,7,00:00,UTC,0.7,10.3,12.2,9.4
2017,9,8,00:00,UTC,6.1,10.6,13.5,7.9
2017,9,9,00:00,UTC,15.9,13.1,14.6,11.1
2017,9,10,00:00,UTC,3.9,14.6,16.1,13.9
2017,9,11,00:00,UTC,16.4,14.6,17.5,12.3
2017,9,12,00:00,UTC,0.1,14.9,17.9,13.1
2017,9,13,00:00,UTC,1.1,14.4,17.5,12.7
2017,9,14,00:00,UTC,15.4,12.9,15.2,11.7
2017,9,15,00:00,UTC,0.2,12.2,16.3,10.5
2017,9,16,00:00,UTC,2.1,12.1,17.2,9.1
2017,9,17,00:00,UTC,-1,9.9,14.9,5.9
2017,9,18,00:00,UTC,-1,8.7,12.2,4.1
2017,9,19,00:00,UTC,0.5,9,10.6,7.7
2017,9,20,00:00,UTC,0.6,9.2,12.9,5.7
2017,9,21,00:00,UTC,1.2,12.4,15.1,9.6
2017,9,22,00:00,UTC,0.8,11.5,13.3,10.1
2017,9,23,00:00,UTC,-1,12.8,15.2,10.5
2017,9,24,00:00,UTC,-1,12.5,16.3,10
2017,9,25,00:00,UTC,-1,12.6,16.7,8.6
2017,9,26,00:00,UTC,-1,12,13.5,9.7
2017,9,27,00:00,UTC,-1,12.1,14.3,10.2
2017,9,28,00:00,UTC,-1,10.1,12.4,8.2
2017,9,29,00:00,UTC,-1,8.9,14.6,4
2017,9,30,00:00,UTC,0.1,8.8,10.1,7.3
2017,10,1,00:00,UTC,-1,9.1,9.9,7.9
2017,10,2,00:00,UTC,6.4,9.2,10.1,8.4
2017,10,3,00:00,UTC,21.5,8.3,9.1,7.1
2017,10,4,00:00,UTC,12.7,11.2,13.5,9
2017,10,5,00:00,UTC,0.6,8.8,10.6,8.2
2017,10,6,00:00,UTC,0.7,7.7,11.2,4.4
2017,10,7,00:00,UTC,11.7,8.1,10.8,6.5
2017,10,8,00:00,UTC,14.1,9.3,10,7.2
2017,10,9,00:00,UTC,18.3,8.6,9.7,7.4
2017,10,10,00:00,UTC,24.2,8.1,9,7.4
2017,10,11,00:00,UTC,1.5,6.9,8.3,6.4
2017,10,12,00:00,UTC,18.1,6,8.7,1.3
2017,10,13,00:00,UTC,-1,7.5,9.9,5.4
2017,10,14,00:00,UTC,5,7.2,9.1,5.3
2017,10,15,00:00,UTC,3.3,8.3,12.7,6.3
2017,10,16,00:00,UTC,-1,10.7,14.3,6.6
2017,10,17,00:00,UTC,1.6,8.5,11.5,4.6
2017,10,18,00:00,UTC,-1,8.3,11.5,6.5
2017,10,19,00:00,UTC,0.9,4.6,9.3,2.5
2017,10,20,00:00,UTC,-1,2,7,-0.8
2017,10,21,00:00,UTC,-1,0.2,6.2,-3.4
2017,10,22,00:00,UTC,-1,0.1,3,-2.3
2017,10,23,00:00,UTC,-1,1.3,3.6,-0.5
2017,10,24,00:00,UTC,-1,0.8,3.5,-3
2017,10,25,00:00,UTC,8.5,2.1,3.8,0.9
2017,10,26,00:00,UTC,12.3,0.3,2.2,-1.1
2017,10,27,00:00,UTC,2,-0.3,0.8,-1.3
2017,10,28,00:00,UTC,16.5,3.3,5,-1
2017,10,29,00:00,UTC,2.4,2.1,4.1,1.2
2017,10,30,00:00,UTC,-1,1.2,1.9,0.8
2017,10,31,00:00,UTC,-1,-0.4,2.6,-2.5
