Year,m,d,Time,Time zone,Precipitation amount (mm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2020,9,1,00:00,UTC,-1,13.4,19.3,8.6
2020,9,2,00:00,UTC,-1,14.1,17.7,8.1
2020,9,3,00:00,UTC,1,16.4,18.6,15.4
2020,9,4,00:00,UTC,3.6,16.1,19.4,14.8
2020,9,5,00:00,UTC,10.7,15.3,19.1,12.8
2020,9,6,00:00,UTC,6.7,14.5,17.7,12.1
2020,9,7,00:00,UTC,1.2,13.6,18.3,9.5
2020,9,8,00:00,UTC,11,12.2,15.7,8.4
2020,9,9,00:00,UTC,10.6,13,16.3,9.2
2020,9,10,00:00,UTC,-1,12.8,15.7,10.9
2020,9,11,00:00,UTC,2,11.9,16.5,7.9
2020,9,12,00:00,UTC,20.2,13.7,14.9,11.9
2020,9,13,00:00,UTC,-1,12.9,16.7,10.9
2020,9,14,00:00,UTC,-1,13.2,18.7,8.8
2020,9,15,00:00,UTC,0,13.3,18.1,9.4
2020,9,16,00:00,UTC,0.5,13.8,18,12.3
2020,9,17,00:00,UTC,-1,9.2,13.5,7.8
2020,9,18,00:00,UTC,-1,10.3,15,5.6
2020,9,19,00:00,UTC,-1,10.5,15.1,6.5
2020,9,20,00:00,UTC,-1,10.7,15.6,5.3
2020,9,21,00:00,UTC,-1,12.6,14.7,9.8
2020,9,22,00:00,UTC,-1,12.4,16.6,10.7
2020,9,23,00:00,UTC,-1,14,17.8,9
2020,9,24,00:00,UTC,-1,16.2,20.7,12.2
2020,9,25,00:00,UTC,0.4,15.5,17.6,14.4
2020,9,26,00:00,UTC,-1,15.3,17.4,13.3
2020,9,27,00:00,UTC,-1,15.7,20.2,13
2020,9,28,00:00,UTC,-1,14.1,16.7,12.3
2020,9,29,00:00,UTC,0,13.2,14.2,12.6
2020,9,30,00:00,UTC,-1,13.1,15.2,12.3
2020,10,1,00:00,UTC,-1,11.7,15.7,9.6
2020,10,2,00:00,UTC,-1,12.7,15.4,10.1
2020,10,3,00:00,UTC,0.1,12.9,14.9,10.1
2020,10,4,00:00,UTC,1.7,12.9,14.4,12.1
2020,10,5,00:00,UTC,4.7,14.5,17.2,12.3
2020,10,6,00:00,UTC,0.8,14.2,15.6,13.3
2020,10,7,00:00,UTC,5,12.9,14.6,11.4
2020,10,8,00:00,UTC,0.7,12.9,14.8,12.3
2020,10,9,00:00,UTC,2,11.7,13,10.4
2020,10,10,00:00,UTC,5.2,11.5,13.7,9.7
2020,10,11,00:00,UTC,1.3,10.6,14,8.9
2020,10,12,00:00,UTC,3.5,9.6,12.8,6.2
2020,10,13,00:00,UTC,0.2,8.4,11.8,6.5
2020,10,14,00:00,UTC,-1,6.6,9.8,3.8
2020,10,15,00:00,UTC,-1,5.2,7.6,3
2020,10,16,00:00,UTC,-1,3.4,7.4,1
2020,10,17,00:00,UTC,-1,6.1,9.8,0.3
2020,10,18,00:00,UTC,2.5,4.5,9,1.3
2020,10,19,00:00,UTC,-1,2,3.6,0.8
2020,10,20,00:00,UTC,4.2,0.9,3.6,-1
2020,10,21,00:00,UTC,5.9,5.9,7.3,-0.9
2020,10,22,00:00,UTC,14.2,9.9,11.5,7.3
2020,10,23,00:00,UTC,-1,7.9,11.7,4.6
2020,10,24,00:00,UTC,0.9,3.5,6.1,0.2
2020,10,25,00:00,UTC,-1,5.9,8.9,3.3
2020,10,26,00:00,UTC,0.7,10,10.8,8.8
2020,10,27,00:00,UTC,10.3,10.9,11.7,9.4
2020,10,28,00:00,UTC,2.1,9.7,11.5,8.1
2020,10,29,00:00,UTC,-1,10,11.2,9.1
2020,10,30,00:00,UTC,0.3,8.7,10.3,7.6
2020,10,31,00:00,UTC,0.4,7.2,8.4,5.5
