Year,m,d,Time,Time zone,Precipitation amount (mm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2018,9,5,00:00,UTC,-1,15.8,18.2,13.9
2018,9,6,00:00,UTC,-1,16.8,21.1,13.4
2018,9,7,00:00,UTC,-1,17.4,19.7,14.7
2018,9,8,00:00,UTC,-1,19.4,23,17.2
2018,9,9,00:00,UTC,0.1,17.9,19.6,16.8
2018,9,10,00:00,UTC,8.7,17.3,19.2,15.5
2018,9,11,00:00,UTC,23.6,16.3,18.1,13.3
2018,9,12,00:00,UTC,2.8,14.9,17.9,12
2018,9,13,00:00,UTC,-1,14.5,17.9,9.1
2018,9,14,00:00,UTC,3.2,15,17.3,12.9
2018,9,15,00:00,UTC,7.1,14,16.9,12.2
2018,9,16,00:00,UTC,2.8,12.7,17.2,7.9
2018,9,17,00:00,UTC,6.4,13,15.5,9.1
2018,9,18,00:00,UTC,-1,13.5,15.6,9.8
2018,9,19,00:00,UTC,-1,15.4,18,13
2018,9,20,00:00,UTC,2.4,15.4,17.9,12.5
2018,9,21,00:00,UTC,0.9,15.9,19.3,11.9
2018,9,22,00:00,UTC,1,13.9,18.7,11.3
2018,9,23,00:00,UTC,-1,11.6,13.8,9.7
2018,9,24,00:00,UTC,-1,8.2,12.8,5.2
2018,9,25,00:00,UTC,-1,7.8,12.4,3.4
2018,9,26,00:00,UTC,0.9,10.6,11.9,8.2
2018,9,27,00:00,UTC,-1,10,12.4,8.6
2018,9,28,00:00,UTC,-1,7.9,11.8,6
2018,9,29,00:00,UTC,4.2,6,10.4,0
2018,9,30,00:00,UTC,-1,10.4,12.7,7.8
2018,10,1,00:00,UTC,-1,10.6,13.8,7.9
2018,10,2,00:00,UTC,3.6,8.4,12.3,6.3
2018,10,3,00:00,UTC,9.2,6,8,4.6
2018,10,4,00:00,UTC,0.5,3.9,7.1,1.5
2018,10,5,00:00,UTC,1,8.9,13.4,0.3
2018,10,6,00:00,UTC,-1,9.6,11.5,8.2
2018,10,7,00:00,UTC,-1,5.9,9.2,3.5
2018,10,8,00:00,UTC,7,6,9.6,-0.7
2018,10,9,00:00,UTC,0.2,11.5,12.4,9
2018,10,10,00:00,UTC,-1,12.3,17,9.8
2018,10,11,00:00,UTC,-1,8.9,12.9,4.5
2018,10,12,00:00,UTC,-1,10.7,11.9,9.7
2018,10,13,00:00,UTC,-1,12.7,14.5,8.3
2018,10,14,00:00,UTC,-1,12.9,15.5,11.3
2018,10,15,00:00,UTC,-1,12.5,14.7,11.1
2018,10,16,00:00,UTC,-1,12.3,14.7,11.2
2018,10,17,00:00,UTC,-1,11.1,12.1,9.8
2018,10,18,00:00,UTC,5.5,11.1,13.2,10.6
2018,10,19,00:00,UTC,-1,7.9,11.5,5.7
2018,10,20,00:00,UTC,-1,6.3,10,2.9
2018,10,21,00:00,UTC,2.2,9,11.1,4.3
2018,10,22,00:00,UTC,0.5,9.6,12.1,7.1
2018,10,23,00:00,UTC,5.6,7.3,8.7,5.9
2018,10,24,00:00,UTC,-1,4.3,7.2,2.6
2018,10,25,00:00,UTC,0.2,2.8,6.5,-1.1
2018,10,26,00:00,UTC,1.3,2.3,4.3,1.4
2018,10,27,00:00,UTC,-1,1.7,2.4,0.5
2018,10,28,00:00,UTC,-1,0.5,2.7,-1
2018,10,29,00:00,UTC,2.5,-0.3,3.1,-3.2
2018,10,30,00:00,UTC,0.3,3.5,4.2,2.4
2018,10,31,00:00,UTC,0.2,8,10.4,4.1
