Year,m,d,Time,Time zone,Precipitation amount (mm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2016,10,21,00:00,UTC,-1,3.8,5.9,3.3
2016,10,22,00:00,UTC,-1,3.5,4.1,2.7
2016,10,23,00:00,UTC,0.1,5.5,6.4,4.1
2016,10,24,00:00,UTC,0.4,5.1,6.2,4
2016,10,25,00:00,UTC,0.3,2.3,6.1,0.9
2016,10,26,00:00,UTC,4.4,0.7,2.2,-1.7
2016,10,27,00:00,UTC,9,6.3,8.2,-2.2
2016,10,28,00:00,UTC,6.4,8.1,9.1,7.3
2016,10,29,00:00,UTC,0.1,4.3,7.3,3.1
2016,10,30,00:00,UTC,-1,3.2,4.8,1.5
2016,10,31,00:00,UTC,0.2,1.4,3.2,-0.5
